WKT,c_barri,c_carrer_id,c_codi_carrer,c_data_que_va_rebre_la_denominacio,c_denominacio,c_exp_historica_refos,c_fonts_refos,c_genere,c_nom_carrer_actual,c_period,c_segle,c_subtipologia,c_tipologia
"LINESTRING (2.18966 41.37922,2.18996 41.37843)",Barceloneta,616,11109,1942,carrer,"Cosme Damián Churruca y Elorza (Mutriku, 1761- batalla de Trafalgar, 1805) va ser militar i cartògraf. Va formar-se a l’Escola Naval d’El Ferrol. Després de l’escola, va participar al quart setge a Gibraltar. Altres episodis rellevants de la seva biografia van ser l’expedició geogràfica per l’estret de Magallanes i una temporada a l’observatori de Cadis.
L’any 1805 se li va confiar el comandament de la nau San Juan Nepomuceno, amb la que va combatre a la batalla de Trafalgar. Va morir en aquesta nau per una bala de canó.
Va escriure diversos relats tècnics i geogràfics de les seves expedicions marítimes. També va col·laborar en l'elaboració de l'atles marítim de l'Amèrica del Sud.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",Home,Almirall Churruca,Franquisme,S. XX,Militar o Heroi de Guerra,Persona
"MULTILINESTRING ((2.1888 41.3799,2.18899 41.37994),(2.18968 41.3801,2.18985 41.38014),(2.18985 41.38014,2.19003 41.38018),(2.19037 41.38025,2.19054 41.38029),(2.19054 41.38029,2.19072 41.38033),(2.19003 41.38018,2.1902 41.38021),(2.1902 41.38021,2.19037 41.38025),(2.19106 41.3804,2.19124 41.38044),(2.19124 41.38044,2.19141 41.38047),(2.19208 41.38064,2.19329 41.38091),(2.19175 41.38056,2.19192 41.3806),(2.19192 41.3806,2.19208 41.38064),(2.19141 41.38047,2.19158 41.38052),(2.19158 41.38052,2.19175 41.38056),(2.19072 41.38033,2.19089 41.38036),(2.19089 41.38036,2.19106 41.3804))",Barceloneta,617,15405,1929,carrer,"Giovanni Andrea Doria (Gènova, 1539 – 1606) va ser segon príncep de Melfi i almirall al servei dels virreis de Nàpols i Sicília. Va participar a la batalla de Lepant (1571) com a comandant de divisió naval sota les ordres de Joan d’Àustria. Amb anterioritat, l’any 1560, també havia participat a la batalla de Djerba, que va ser guanyada per l’imperi otomà.

Manuel García-Martín, al llibre ""El barrio de la playa de Barcelona que la voz común llamó Barceloneta"", considera que el nom del carrer respon a l'almirall i home d'estat genovès que va viure entre els anys 1468 i 1560 i que també es deia Andrea Doria. Aquest personatge va destacar, entre d'altres fets, per armar vuit galeres amb l'objectiu d'expulsar els francesos de Gènova i els pirates del mar Mediterrani. També va derrotar l'esquadra espanyola a les costes de Provença lluitant per al rei Francesc I de França. Després de la batalla de Pavia, va unir-se al rei Carles I d'Espanya i va vèncer els francesos a Nàpols i a Gènova. Es diu que, en una ocasió, Doria va arribar a la Barceloneta amb les seves galeres.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator
García-Martín, Manuel: El barrio de la playa de Barcelona que la voz común llamó Barceloneta. Catalana de Gas, S.A. Barcelona, 1989.",Home,Andrea Doria,Contemporani,S. XX,Militar o Heroi de Guerra,Persona
"MULTILINESTRING ((2.18935 41.37555,2.18959 41.3756),(2.18994 41.37568,2.1901 41.37572),(2.18959 41.3756,2.18976 41.37564),(2.18976 41.37564,2.18994 41.37568))",Barceloneta,618,27109,1897,carrer,"El nom respon a la drassana que hi havia abans de la formació del carrer. Allà s’hi construïen vaixells de tot tipus. La seva qualitat era coneguda arreu del mar Mediterrani.

El Diccionari de l'Institut d'Estudis Catalans defineix drassana com un conjunt d'instal·lacions militars on es conserven les forces navals o com un lloc on es construeixen i es reparen naus.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator

Diccionari de l'Institut d'Estudis Catalans",,de la Drassana,1897-1907,S. XIX,,Infraestructura
"MULTILINESTRING ((2.19067 41.37758,2.19087 41.37707),(2.1903 41.37851,2.19067 41.37758),(2.18902 41.38175,2.18936 41.38089),(2.18936 41.38089,2.18968 41.3801),(2.19 41.37929,2.1903 41.37851),(2.18968 41.3801,2.19 41.37929))",Barceloneta,619,27700,1907,carrer,"Segons el web del Nomenclàtor de l’Ajuntament de Barcelona, el nom es deu al poema èpic de Mossèn Jacint Verdaguer (Folgueroles, 1845 –Vallvidrera, 1902), premiat als Jocs Florals de 1877.

Atlàntida també és el nom d’una illa mítica esmentada als Diàlegs de Plató. Segons la mitologia grega, aquesta illa s’hauria enfonsat al mar en temps remots a causa d’un terratrèmol.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",,Atlàntida,1897-1907,S. XX,,Al·legòric
"MULTILINESTRING ((2.18664 41.38179,2.18743 41.38197),(2.18743 41.38197,2.18779 41.38205),(2.18779 41.38205,2.18813 41.38213),(2.18986 41.38252,2.19116 41.38282),(2.18882 41.38228,2.18986 41.38252),(2.18813 41.38213,2.18847 41.38221),(2.18847 41.38221,2.18882 41.38228))",Barceloneta,620,31900,1760,carrer,"Vasco Núñez de Balboa (Jérez de los Caballeros, 1475 – Acta 1517) va ser un conqueridor que va participar en exploracions a Veneçuela. Se’l considera el primer europeu que va arribar a les aigües de l’oceà Pacífic. Va ser governador del Panamà l’any 1514. Actualment, el seu nom és habitual en parcs i carrers panamenys i, fins i tot, hi ha un monument a la seva figura a Ciutat de Panamà.
Dels carrers més antics de la Barceloneta.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator
Enciclopèdia Catalana.
https://www.enciclopedia.cat/EC-GEC-0046626.xml",Home,Balboa,Modern,S. XVIII,Militar o Heroi de Guerra,Persona
"MULTILINESTRING ((2.19028 41.3767,2.19033 41.37656,2.19043 41.37649),(2.18999 41.37743,2.19028 41.3767),(2.18962 41.37836,2.18999 41.37743),(2.18834 41.38159,2.18868 41.38073),(2.18899 41.37994,2.18911 41.37965),(2.18868 41.38073,2.18899 41.37994),(2.1893 41.37914,2.18962 41.37836),(2.18911 41.37965,2.1893 41.37914))",Barceloneta,621,33305,1865,carrer,"Per la situació en direcció al baluard del Migdia de la muralla de Barcelona. Aquest baluard va existir des de l’any 1527 i fins més tard del 1843.

Seguint la definició de l'Institut d'Estudis Catalans, un baluard és un terraplè avançat que forma part de les muralles d’una ciutat. També és una obra de fortificació de forma pentagonal en els angles d’un recinte emmurallat.","Diccionari nomenclàtor de les vies publiques de Barcelona, Ajuntament de Barcelona, 2010
Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator

Diccionari de l'Institut d'Estudis Catalans: https://mdlc.iec.cat/results.asp?txtEntrada=baluard&operEntrada=0",,Baluard,Contemporani,S. XIX,,Infraestructura
"LINESTRING (2.19175 41.38056,2.19207 41.37973)",Barceloneta,622,39607,1865,carrer,"Berenguer Mallol (segle XIII) fou un mercader i militar català. Va ser nomenat almirall de Catalunya i Aragó durant el regnat de Pere el Gran. L’any 1286 va comandar, juntament amb Ramon Marquet, l’esquadra amb la qual Alfons III va conquerir Menorca. Durant els període 1290 – 1291 i 1299 – 1300 fou Conseller en cap de Barcelona.","Diccionari nomenclàtor de les vies publiques de Barcelona, Ajuntament de Barcelo-na, 2010
Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",Home,Berenguer Mallol,Contemporani,S. XIX,Militar o Heroi de Guerra,Persona
"LINESTRING (2.19177 41.37906,2.1917 41.37925)",Barceloneta,623,49600,1909,plaça,"Joan Brugada i Vaquerisses (1859 – 1908) va deixar els seus béns a l’Ajuntament de Barcelona per a la construcció d’escoles. En agraïment, l’Ajuntament posà el seu nom a un carrer de la ciutat.","Diccionari nomenclàtor de les vies publiques de Barcelona, Ajuntament de Barcelo-na, 2010
Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",Home,Brugada,Contemporani,S. XX,Altres,Persona
"MULTILINESTRING ((2.18743 41.38197,2.18765 41.38144),(2.18716 41.38263,2.18743 41.38197))",Barceloneta,624,64207,1964,carrer,"S’ha considerat que el nom del carrer respon a Lluís Carbonell i Ferràs, a qui Ferran VI va concedir el títol de Marquès de la Quadra el 31 de març de 1757. Els seus descendents van ser propietaris de terrenys de la Barceloneta i cediren una sèrie d’horts per a la construcció de cases.

No obstant, per a l’autor Manuel García-Martín, es tracta de Guillermo Carbonell, arquitecte autor de les sales Blanca, dels Cavalls i del Tinell del Palau Reial Major de Barcelona. Va ser conservador d’aquest palau entre els anys 1368 i 1372.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator
García-Martín, Manuel: El barrio de la playa de Barcelona que la voz común llamó Barceloneta. Catalana de Gas, S.A. Barcelona, 1989.",Home,Carbonell,Franquisme,S. XX,Aristocràcia,Persona
"LINESTRING (2.19024 41.38203,2.19058 41.38117)",Barceloneta,625,77005,1907,carrer,"Juan Martín Cermeño (? - Barcelona, 1773) va ser enginyer militar. El projecte definitiu del barri de la Barceloneta destaca com la seva obra més rellevant. Cermeño es va basar en el projecte anterior de Verboom. Els treballs d’edificació van començar l’any 1753.

Va ser comandant del cos d’enginyers de Catalunya des del 1749. També va participar en la reforma del Castell de Montjuïc i en el projecte de la capella de la Universitat de Cervera. L’any 1756 va projectar un nou baluard entre el portal de l’Àngel i els Tallers de Barcelona.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator
Enciclopèdia Catalana.
https://www.enciclopedia.cat/EC-GEC-0017095.xml",Home,Cermeño,1897-1907,S. XX,Militar o Heroi de Guerra,Persona
"MULTILINESTRING ((2.18993 41.37662,2.19019 41.376),(2.18965 41.37735,2.18993 41.37662),(2.18876 41.37957,2.18896 41.37907),(2.18927 41.37829,2.18965 41.37735),(2.18896 41.37907,2.18927 41.37829))",Barceloneta,626,87406,1939,carrer,"Joan Procopi de Bassecourt i de Bryas (Barcelona, 1740 - 1820) va ser segon comte de Santa Clara i baró de Maials. Va governar Louisiana i la Florida i va ser capità general de Cuba entre els anys 1802 i 1808. Durant la seva estada a Cuba, se li reconeix l’elaboració d’un estudi de defensa i la construcció de la bateria de Santa Clara. També va encarregar-se d’iniciar la colonització de l’illa de Pinos. Altres tasques que se li atribueixen a L’Habana són, entre d’altres, les reformes a la policia, la millora de la salubritat, l’afavoriment dels interessos del comerç o la renovació dels tribunals de justícia. Entre els anys 1802 i 1808 va ser capità general de Catalunya.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator
Enciclopèdia Catalana.
https://www.enciclopedia.cat/EC-GEC-0017095.xml
Enciclopèdia Catalana.
https://www.enciclopedia.cat/EC-GEC-0008163.xml",Home,Comte de Santa Clara,Franquisme,S. XX,Militar o Heroi de Guerra,Persona
"LINESTRING (2.19208 41.38064,2.19234 41.38002)",Barceloneta,627,88908,1907,carrer,"El nom del carrer es deu a la conreria de la cartoixa de Montalegre. Amb anterioritat hi havia hagut un convent femení que va prestar serveis als evacuats del barri de la Barceloneta durant l’epidèmia de febre groga de 1870.

Seguint la definició de l'Institut d'Estudis Catalans, una conreria és una casa de camp agregada als convents, destinada al conreu de les terres i on es donava estatge als transeünts.","Diccionari nomenclàtor de les vies publiques de Barcelona, Ajuntament de Barcelona, 2010
Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator
Enciclopèdia Catalana.
https://www.enciclopedia.cat/EC-GEC-0017095.xml
Diccionari de l’Institut d’Estudis Catalans",,Conreria,1897-1907,S. XX,Religiosa,Infraestructura
"MULTILINESTRING ((2.19134 41.37873,2.19143 41.37851),(2.19103 41.37951,2.19134 41.37873),(2.19009 41.38199,2.19007 41.38195,2.1904 41.38113),(2.19072 41.38033,2.19103 41.37951),(2.1904 41.38113,2.19072 41.38033))",Barceloneta,628,102102,0,carrer,"Joan Baptista Giné i Partagàs (Barcelona, 1836 - 1907) va ser un metge higienista i escriptor. Va destacar en la seva faceta de divulgador mitjançant el periodisme mèdic. Va col·laborar, per exemple, en la redacció d’""El Compilador Médico"" i va dirigir ""La Independencia Médica"". L’any 1881 va fundar la publicació titulada ""Revista Frenopática Barcelonesa"". També va escriure un seguit d’obres sobre medicina, com ""Tratado de higiene rural"" (1860). A més, va crear l'Institut Mèdic de Barcelona i va ser degà de la Facultat de Medicina.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",Home,Doctor Giné i Partagàs,Contemporani,S. XX,Metge/essa,Persona
"MULTILINESTRING ((2.18808 41.37942,2.18825 41.37945),(2.18825 41.37945,2.18842 41.37949),(2.18894 41.37961,2.18911 41.37965),(2.18876 41.37957,2.18894 41.37961),(2.18842 41.37949,2.18859 41.37953),(2.18859 41.37953,2.18876 41.37957))",Barceloneta,629,112503,0,carrer,"Miquel Escuder i Castellà (Terrassa, 1835 - Barcelona, 1908) va ser un industrial que va iniciar la fabricació de màquines de cosir a la Barceloneta. Escuder va esdevenir el principal proveïdor a l’Amèrica Llatina. D’altra banda, va construir motors de gas i va treballar en el muntatge d’espectacles a Barcelona.
Se’l recorda també per l’organització d’alguns actes, com una loteria premiada amb 3 màquines de cosir. Va repartir uns 10.000 bitllets de forma gratuïta per aquesta loteria. Durant els dies de Carnestoltes de 1876, Escuder va recórrer la Barceloneta amb un canó que disparava caramels, ninos i altres productes fabricats per ell mateix.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator


García-Martín, Manuel: El barrio de la playa de Barcelona que la voz común llamó Barceloneta. Catalana de Gas, S.A. Barcelona, 1989.",Home,Escuder,Contemporani,S. XX,Altres,Persona
"MULTILINESTRING ((2.19684 41.38559,2.19613 41.38613),(2.19613 41.38613,2.19536 41.38672),(2.1948 41.38716,2.19445 41.38742),(2.19148 41.38964,2.19036 41.39049),(2.19345 41.38814,2.19259 41.3888),(2.19259 41.3888,2.19148 41.38964),(2.19445 41.38742,2.19418 41.38763),(2.19418 41.38763,2.19345 41.38814))",Barceloneta,630,132908,1995,carrer,"Ramon Trias Fargas (Barcelona, 1922 - el Masnou, 1989) va ser economista i polític. Va formar part de l’Institut d’Estudis Catalans i va ser catedràtic d’hisenda pública de la Facultat de Ciències Econòmiques de la Universitat de Barcelona. En la seva vessant política, destaca la fundació del partit Esquerra Democràtica de Catalunya l’any 1975. Aquesta formació estava vinculada amb la Internacional Liberal i l’any 1978 es va fusionar amb Convergència Democràtica de Catalunya. Trias i Fargas va defensar la integració dels discapacitats psíquics. Amb aquesta finalitat, va impulsar una iniciativa per a l’aprovació de la Llei d’integració social del minusvàlid a les Corts Generals l’any 1982. Va cofundar, de la mà de la seva dona, la Fundació Catalana Síndrome de Down el 1984.

Va ocupar diversos càrrecs polítics: diputat a les Corts pel Pacte Democràtic de Catalunya el 1977 i per Convergència i Unió el 1979. També va ser no-menat conseller d’Economia i Finances de la Generalitat de Catalunya l’any 1980. Amb posteriorment, va assumir altres càrrecs a l’Ajuntament de Barcelona, al Senat i al Govern de la Generalitat de Catalunya.","Diccionari nomenclàtor de les vies publiques de Barcelona, Ajuntament de Barcelona, 2010
Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator
Enciclopèdia Catalana.
https://www.enciclopedia.cat/EC-GEC-0067577.xml",Home,Ramon Trias i Fargas,Contemporani,S. XX,Polític,Persona
"LINESTRING (2.1943 41.38253,2.1942 41.38263,2.19392 41.38279,2.19381 41.38287,2.19372 41.38298,2.19352 41.38326,2.19341 41.38338,2.19317 41.38357,2.19218 41.38418,2.19163 41.3844)",Barceloneta,632,141909,1992,carrer,"El nom es deu a l’antiga fàbrica del gas.

L’antic edifici de la Catalana del Gas, l’estructura d’un dels gasòmetres i la torre de les aigües són l’herència de la primera fàbrica del gas de la ciutat, que es va instal·lar a la Barceloneta. La resta de les instal·lacions van ser enderrocades durant les obres de transformació de Barcelona per als Jocs Olímpics de 1992.

La primera concessió per fabricar gas a Barcelona es va subscriure amb Charles Lebon el 14 de juny de 1841 per un període de 15 anys. Per contracte, l’empresa havia de sufragar, obligatòriament, les despeses de la conservació de les faroles i la compra de canelobres. L’Ajuntament també obligava l’empresa a facilitar l’enllumenat dels hospitals, casernes, col·legis i altres edificis municipals sense el càrrec establert per a l’enllumenat particular.

L’Ajuntament de Barcelona va adquirir la fàbrica del gas l’any 1995 i va dur a terme unes acurades feines de rehabilitació. Una escola taller de la ciutat es va encarregar de la remodelació. Per aquestes feines es van tenir en compte criteris bàsics de sostenibilitat.","Diccionari nomenclàtor de les vies publiques de Barcelona, Ajuntament de Barcelona, 2010
Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator
Ajuntament de Barcelona.
http://ajuntament.barcelona.cat/lafabricadelsol/ca/canal/de-la-f%C3%A0brica-del-gas-la-f%C3%A0brica-del-sol

García-Martín, Manuel: El barrio de la playa de Barcelona que la voz común llamó Barceloneta. Catalana de Gas, S.A. Barcelona, 1989.",,del Gas,Contemporani,S. XX,Civil,Infraestructura
